Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Alone,Halsey Featuring Big Sean & Stefflon Don
I Lived It,Blake Shelton
Mercy,Brett Young
If You Know You Know,Pusha T
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert
What Would Meek Do?,Pusha T Featuring Kanye West
Youth,Shawn Mendes Featuring Khalid
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Drip,Cardi B Featuring Migos
Rich & Sad,Post Malone
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B
For The First Time,Darius Rucker
Taste,Tyga Featuring Offset
Paranoid,Post Malone
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Zombie,Bad Wolves
Lust,Lil Skies
Shoota,Playboi Carti Featuring Lil Uzi Vert
Lovely,Billie Eilish & Khalid
New Freezer,Rich The Kid Featuring Kendrick Lamar
Singles You Up,Jordan Davis
Most People Are Good,Luke Bryan
I Was Jack (You Were Diane),Jake Owen
Girls Like You,Maroon 5 Featuring Cardi B
Everyday,Logic & Marshmello
El Farsante,Ozuna & Romeo Santos
Spoil My Night,Post Malone Featuring Swae Lee
High Hopes,Panic! At The Disco
Moonlight,XXXTENTACION
The Games We Play,Pusha T
Psycho,Post Malone Featuring Ty Dolla $ign
Nice For What,Drake
I Like It,"Cardi B, Bad Bunny & J Balvin"
Girls Like You,Maroon 5 Featuring Cardi B
God's Plan,Drake
Boo'd Up,Ella Mai
This Is America,Childish Gambino
Yikes,Kanye West
Lucid Dreams,Juice WRLD
The Middle,"Zedd, Maren Morris & Grey"
All Mine,Kanye West
Meant To Be,Bebe Rexha & Florida Georgia Line
No Tears Left To Cry,Ariana Grande
Friends,Marshmello & Anne-Marie
Yes Indeed,Lil Baby & Drake
Ghost Town,Kanye West Featuring PARTYNEXTDOOR
Walk It Talk It,Migos Featuring Drake
Never Be The Same,Camila Cabello
Look Alive,BlocBoy JB Featuring Drake
In My Blood,Shawn Mendes
Perfect,Ed Sheeran
Whatever It Takes,Imagine Dragons
Mine,Bazzi
Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR
Be Careful,Cardi B
Wait,Maroon 5
Violent Crimes,Kanye West
I Thought About Killing You,Kanye West
Rockstar,Post Malone Featuring 21 Savage
Heaven,Kane Brown
Back To You,Selena Gomez
I'm Upset,Drake
Havana,Camila Cabello Featuring Young Thug
Better Now,Post Malone
Plug Walk,Rich The Kid
No Mistakes,Kanye West
Delicate,Taylor Swift
One Kiss,Calvin Harris & Dua Lipa
Freaky Friday,Lil Dicky Featuring Chris Brown
New Rules,Dua Lipa
Tequila,Dan + Shay
Love Lies,Khalid & Normani
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Pray For Me,The Weeknd & Kendrick Lamar
One Number Away,Luke Combs
Chun-Li,Nicki Minaj
TATI,6ix9ine Featuring DJ SPINKING
Fake Love,BTS
All Girls Are The Same,Juice WRLD
Finesse,Bruno Mars & Cardi B
Sad!,XXXTENTACION
Call Out My Name,The Weeknd
I Like Me Better,Lauv
IDGAF,Dua Lipa
Simple,Florida Georgia Line
Get Along,Kenny Chesney
X,Nicky Jam x J Balvin
Up Down,Morgan Wallen Featuring Florida Georgia Line
Taste,Tyga Featuring Offset
KOD,J. Cole
Done For Me,Charlie Puth Featuring Kehlani
You Make It Easy,Jason Aldean
Ball For Me,Post Malone Featuring Nicki Minaj
Sit Next To Me,Foster The People
Dura,Daddy Yankee
Esskeetit,Lil Pump
Powerglide,Rae Sremmurd & Juicy J
Japan,Famous Dex
"Woman, Amen",Dierks Bentley
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Overdose,YoungBoy Never Broke Again
Alone,Halsey Featuring Big Sean & Stefflon Don
Mercy,Brett Young
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
I Lived It,Blake Shelton
Beautiful Crazy,Luke Combs
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward"
Lovely,Billie Eilish & Khalid
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Must've Never Met You,Luke Combs
Zombie,Bad Wolves
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Drip,Cardi B Featuring Migos
Humility,Gorillaz Featuring George Benson
I Was Jack (You Were Diane),Jake Owen
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West
Rich & Sad,Post Malone
Africa,Weezer
Shoota,Playboi Carti Featuring Lil Uzi Vert
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert
Lust,Lil Skies
Paranoid,Post Malone
Singles You Up,Jordan Davis
Youngblood,5 Seconds Of Summer
El Farsante,Ozuna & Romeo Santos
New Freezer,Rich The Kid Featuring Kendrick Lamar
Sin Pijama,Becky G + Natti Natasha
Take Back Home Girl,Chris Lane Featuring Tori Kelly
Nice For What,Drake
Psycho,Post Malone Featuring Ty Dolla $ign
I Like It,"Cardi B, Bad Bunny & J Balvin"
God's Plan,Drake
Girls Like You,Maroon 5 Featuring Cardi B
Lucid Dreams,Juice WRLD
Boo'd Up,Ella Mai
The Middle,"Zedd, Maren Morris & Grey"
No Tears Left To Cry,Ariana Grande
Meant To Be,Bebe Rexha & Florida Georgia Line
Yes Indeed,Lil Baby & Drake
This Is America,Childish Gambino
Friends,Marshmello & Anne-Marie
Walk It Talk It,Migos Featuring Drake
Mine,Bazzi
In My Blood,Shawn Mendes
Perfect,Ed Sheeran
Look Alive,BlocBoy JB Featuring Drake
Never Be The Same,Camila Cabello
Better Now,Post Malone
Whatever It Takes,Imagine Dragons
Back To You,Selena Gomez
Be Careful,Cardi B
Rockstar,Post Malone Featuring 21 Savage
Delicate,Taylor Swift
Heaven,Kane Brown
Havana,Camila Cabello Featuring Young Thug
I'm Upset,Drake
Wait,Maroon 5
One Kiss,Calvin Harris & Dua Lipa
All Mine,Kanye West
Tequila,Dan + Shay
Plug Walk,Rich The Kid
Love Lies,Khalid & Normani
New Rules,Dua Lipa
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Freaky Friday,Lil Dicky Featuring Chris Brown
Taste,Tyga Featuring Offset
Reborn,KIDS SEE GHOSTS
Yikes,Kanye West
All Girls Are The Same,Juice WRLD
4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima
Chun-Li,Nicki Minaj
Pray For Me,The Weeknd & Kendrick Lamar
One Number Away,Luke Combs
I Like Me Better,Lauv
Feel The Love,KIDS SEE GHOSTS
Get Along,Kenny Chesney
Up Down,Morgan Wallen Featuring Florida Georgia Line
TATI,6ix9ine Featuring DJ SPINKING
IDGAF,Dua Lipa
Sad!,XXXTENTACION
"Woman, Amen",Dierks Bentley
Call Out My Name,The Weeknd
Done For Me,Charlie Puth Featuring Kehlani
Sit Next To Me,Foster The People
Simple,Florida Georgia Line
X,Nicky Jam x J Balvin
Ball For Me,Post Malone Featuring Nicki Minaj
Ghost Town,Kanye West Featuring PARTYNEXTDOOR
You Make It Easy,Jason Aldean
"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS
Mercy,Brett Young
Dura,Daddy Yankee
KOD,J. Cole
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Fire,KIDS SEE GHOSTS
Esskeetit,Lil Pump
Cudi Montage,KIDS SEE GHOSTS
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta
Fake Love,BTS
Japan,Famous Dex
KIDS SEE GHOSTS,KIDS SEE GHOSTS
Alone,Halsey Featuring Big Sean & Stefflon Don
Powerglide,Rae Sremmurd & Juicy J
I Lived It,Blake Shelton
Overdose,YoungBoy Never Broke Again
Lovely,Billie Eilish & Khalid
Youngblood,5 Seconds Of Summer
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Zombie,Bad Wolves
Me Niego,Reik Featuring Ozuna & Wisin
Lose It,Kane Brown
Violent Crimes,Kanye West
I Was Jack (You Were Diane),Jake Owen
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Rich Sex,Nicki Minaj Featuring Lil Wayne
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert
I Know You,Lil Skies Featuring Yung Pinch
El Farsante,Ozuna & Romeo Santos
Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR
Beautiful Crazy,Luke Combs
Sin Pijama,Becky G + Natti Natasha
Babe,Sugarland Featuring Taylor Swift
Drip,Cardi B Featuring Migos
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
Singles You Up,Jordan Davis
Take Back Home Girl,Chris Lane Featuring Tori Kelly
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward"
Sad!,XXXTENTACION
I Like It,"Cardi B, Bad Bunny & J Balvin"
Nice For What,Drake
Lucid Dreams,Juice WRLD
Girls Like You,Maroon 5 Featuring Cardi B
Psycho,Post Malone Featuring Ty Dolla $ign
Boo'd Up,Ella Mai
God's Plan,Drake
No Tears Left To Cry,Ariana Grande
The Middle,"Zedd, Maren Morris & Grey"
Meant To Be,Bebe Rexha & Florida Georgia Line
Yes Indeed,Lil Baby & Drake
Apes**t,The Carters
Friends,Marshmello & Anne-Marie
I'm Upset,Drake
Moonlight,XXXTENTACION
This Is America,Childish Gambino
Changes,XXXTENTACION
Jocelyn Flores,XXXTENTACION
Mine,Bazzi
Perfect,Ed Sheeran
In My Blood,Shawn Mendes
Better Now,Post Malone
Walk It Talk It,Migos Featuring Drake
Look Alive,BlocBoy JB Featuring Drake
Never Be The Same,Camila Cabello
Delicate,Taylor Swift
F**k Love,XXXTENTACION Featuring Trippie Redd
Be Careful,Cardi B
Whatever It Takes,Imagine Dragons
Rockstar,Post Malone Featuring 21 Savage
Plug Walk,Rich The Kid
Back To You,Selena Gomez
Tequila,Dan + Shay
Heaven,Kane Brown
Love Lies,Khalid & Normani
One Kiss,Calvin Harris & Dua Lipa
Taste,Tyga Featuring Offset
Havana,Camila Cabello Featuring Young Thug
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
New Rules,Dua Lipa
Everybody Dies In Their Nightmares,XXXTENTACION
Bed,Nicki Minaj Featuring Ariana Grande
Wait,Maroon 5
All Girls Are The Same,Juice WRLD
Freaky Friday,Lil Dicky Featuring Chris Brown
I Like Me Better,Lauv
All Mine,Kanye West
Youngblood,5 Seconds Of Summer
Get Along,Kenny Chesney
Up Down,Morgan Wallen Featuring Florida Georgia Line
Chun-Li,Nicki Minaj
Bigger > You,"2 Chainz, Drake & Quavo"
Simple,Florida Georgia Line
DDU-DU DDU-DU,BLACKPINK
IDGAF,Dua Lipa
One Number Away,Luke Combs
The Remedy For A Broke Heart (Why Am I So In Love),XXXTENTACION
Sit Next To Me,Foster The People
Mercy,Brett Young
Pray For Me,The Weeknd & Kendrick Lamar
Ball For Me,Post Malone Featuring Nicki Minaj
I Lived It,Blake Shelton
Japan,Famous Dex
Fake Love,BTS
Done For Me,Charlie Puth Featuring Kehlani
Yikes,Kanye West
TATI,6ix9ine Featuring DJ SPINKING
X,Nicky Jam x J Balvin
Dura,Daddy Yankee
KOD,J. Cole
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Call Out My Name,The Weeknd
Born To Be Yours,Kygo & Imagine Dragons
Alone,Halsey Featuring Big Sean & Stefflon Don
Esskeetit,Lil Pump
Boss,The Carters
Ocean,Martin Garrix Featuring Khalid
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta
Hope,XXXTENTACION
Lovely,Billie Eilish & Khalid
Numb,XXXTENTACION
Powerglide,Rae Sremmurd & Juicy J
Summer,The Carters
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward"
"Woman, Amen",Dierks Bentley
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
Overdose,YoungBoy Never Broke Again
Reborn,KIDS SEE GHOSTS
I Know You,Lil Skies Featuring Yung Pinch
Zombie,Bad Wolves
I Was Jack (You Were Diane),Jake Owen
Nice,The Carters
Cop Shot The Kid,Nas Featuring Kanye West
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Friends,The Carters
Medicine,Queen Naija
I Like It,"Cardi B, Bad Bunny & J Balvin"
Sad!,XXXTENTACION
Lucid Dreams,Juice WRLD
Girls Like You,Maroon 5 Featuring Cardi B
Psycho,Post Malone Featuring Ty Dolla $ign
Nice For What,Drake
Boo'd Up,Ella Mai
No Tears Left To Cry,Ariana Grande
God's Plan,Drake
Meant To Be,Bebe Rexha & Florida Georgia Line
Yes Indeed,Lil Baby & Drake
The Middle,"Zedd, Maren Morris & Grey"
Moonlight,XXXTENTACION
Better Now,Post Malone
Plug Walk,Rich The Kid
Mine,Bazzi
Perfect,Ed Sheeran
Changes,XXXTENTACION
Apes**t,The Carters
Delicate,Taylor Swift
Tequila,Dan + Shay
Friends,Marshmello & Anne-Marie
In My Blood,Shawn Mendes
This Is America,Childish Gambino
Jocelyn Flores,XXXTENTACION
I'm Upset,Drake
Look Alive,BlocBoy JB Featuring Drake
Never Be The Same,Camila Cabello
Walk It Talk It,Migos Featuring Drake
Taste,Tyga Featuring Offset
Whatever It Takes,Imagine Dragons
Be Careful,Cardi B
Rockstar,Post Malone Featuring 21 Savage
F**k Love,XXXTENTACION Featuring Trippie Redd
Back To You,Selena Gomez
One Kiss,Calvin Harris & Dua Lipa
Love Lies,Khalid & Normani
Heaven,Kane Brown
Havana,Camila Cabello Featuring Young Thug
New Rules,Dua Lipa
I Like Me Better,Lauv
All Girls Are The Same,Juice WRLD
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Get Along,Kenny Chesney
Simple,Florida Georgia Line
Everybody Dies In Their Nightmares,XXXTENTACION
Freaky Friday,Lil Dicky Featuring Chris Brown
Mercy,Brett Young
One Number Away,Luke Combs
Wait,Maroon 5
Sit Next To Me,Foster The People
Youngblood,5 Seconds Of Summer
Up Down,Morgan Wallen Featuring Florida Georgia Line
All Mine,Kanye West
The Remedy For A Broke Heart (Why Am I So In Love),XXXTENTACION
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
Dura,Daddy Yankee
Sober,Demi Lovato
Ball For Me,Post Malone Featuring Nicki Minaj
Bigger > You,"2 Chainz, Drake & Quavo"
Say Amen (Saturday Night),Panic! At The Disco
Chun-Li,Nicki Minaj
Japan,Famous Dex
X,Nicky Jam x J Balvin
Legends,Juice WRLD
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Bed,Nicki Minaj Featuring Ariana Grande
KOD,J. Cole
Alone,Halsey Featuring Big Sean & Stefflon Don
Hope,XXXTENTACION
Esskeetit,Lil Pump
TATI,6ix9ine Featuring DJ SPINKING
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert
Done For Me,Charlie Puth Featuring Kehlani
I Was Jack (You Were Diane),Jake Owen
Fake Love,BTS
Yikes,Kanye West
Call Out My Name,The Weeknd
I Know You,Lil Skies Featuring Yung Pinch
Numb,XXXTENTACION
Medicine,Queen Naija
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta
Sin Pijama,Becky G + Natti Natasha
High Hopes,Panic! At The Disco
I Lived It,Blake Shelton
Powerglide,Rae Sremmurd & Juicy J
Lovely,Billie Eilish & Khalid
Coming Home,Keith Urban Featuring Julia Michaels
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert
Zombie,Bad Wolves
Overdose,YoungBoy Never Broke Again
Life Changes,Thomas Rhett
"Woman, Amen",Dierks Bentley
Born To Be Yours,Kygo & Imagine Dragons
The Light Is Coming,Ariana Grande Featuring Nicki Minaj
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Solo,Clean Bandit Featuring Demi Lovato
Take Back Home Girl,Chris Lane Featuring Tori Kelly
Boss,The Carters
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Nice For What,Drake
Nonstop,Drake
I Like It,"Cardi B, Bad Bunny & J Balvin"
God's Plan,Drake
Girls Like You,Maroon 5 Featuring Cardi B
In My Feelings,Drake
I'm Upset,Drake
Emotionless,Drake
Don't Matter To Me,Drake Featuring Michael Jackson
Sad!,XXXTENTACION
Boo'd Up,Ella Mai
Psycho,Post Malone Featuring Ty Dolla $ign
Mob Ties,Drake
Elevate,Drake
No Tears Left To Cry,Ariana Grande
Lucid Dreams,Juice WRLD
Survival,Drake
Can't Take A Joke,Drake
The Middle,"Zedd, Maren Morris & Grey"
Talk Up,Drake Featuring JAY-Z
8 Out Of 10,Drake
Meant To Be,Bebe Rexha & Florida Georgia Line
Delicate,Taylor Swift
Better Now,Post Malone
Mine,Bazzi
Yes Indeed,Lil Baby & Drake
Sandra's Rose,Drake
Summer Games,Drake
Perfect,Ed Sheeran
Blue Tint,Drake
In My Blood,Shawn Mendes
Jaded,Drake
Friends,Marshmello & Anne-Marie
Tequila,Dan + Shay
Never Be The Same,Camila Cabello
Is There More,Drake
That's How You Feel,Drake
Peak,Drake
Taste,Tyga Featuring Offset
Whatever It Takes,Imagine Dragons
After Dark,Drake Featuring Static Major & Ty Dolla $ign
Finesse,Drake
Apes**t,The Carters
Look Alive,BlocBoy JB Featuring Drake
One Kiss,Calvin Harris & Dua Lipa
Love Lies,Khalid & Normani
Moonlight,XXXTENTACION
Be Careful,Cardi B
Back To You,Selena Gomez
This Is America,Childish Gambino
Ratchet Happy Birthday,Drake
I Like Me Better,Lauv
Get Along,Kenny Chesney
Simple,Florida Georgia Line
Changes,XXXTENTACION
Final Fantasy,Drake
March 14,Drake
X,Nicky Jam x J Balvin
Sit Next To Me,Foster The People
All Girls Are The Same,Juice WRLD
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Up Down,Morgan Wallen Featuring Florida Georgia Line
Karma,Queen Naija
Mercy,Brett Young
One Number Away,Luke Combs
Youngblood,5 Seconds Of Summer
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
Jocelyn Flores,XXXTENTACION
I Was Jack (You Were Diane),Jake Owen
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert
Alone,Halsey Featuring Big Sean & Stefflon Don
Freaky Friday,Lil Dicky Featuring Chris Brown
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Ball For Me,Post Malone Featuring Nicki Minaj
Life Changes,Thomas Rhett
Kiss Somebody,Morgan Evans
KOD,J. Cole
Done For Me,Charlie Puth Featuring Kehlani
Take Back Home Girl,Chris Lane Featuring Tori Kelly
Coming Home,Keith Urban Featuring Julia Michaels
Bed,Nicki Minaj Featuring Ariana Grande
Chun-Li,Nicki Minaj
All Mine,Kanye West
Don't Go Breaking My Heart,Backstreet Boys
Medicine,Queen Naija
"Sunrise, Sunburn, Sunset",Luke Bryan
Cry Pretty,Carrie Underwood
Esskeetit,Lil Pump
Sin Pijama,Becky G + Natti Natasha
Call Out My Name,The Weeknd
Everybody Dies In Their Nightmares,XXXTENTACION
Yikes,Kanye West
Hotel Key,Old Dominion
Downtown's Dead,Sam Hunt
Zombie,Bad Wolves
Japan,Famous Dex
Me Niego,Reik Featuring Ozuna & Wisin
The Remedy For A Broke Heart (Why Am I So In Love),XXXTENTACION
Growing Pains,Alessia Cara
I Lived It,Blake Shelton
